Course_Code,Course Name_x,R1_Points19,R2_Points19,Course Name_y,R1_Points20,R2_Points20,Course Category,Course_Name,R1_Points21,R2_Points21
TL831,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),307.0,,Business Studies (Major Specialism in: Acctng or Mktg or Mgmnt),306.0,,Business and administration,Business Studies (Major Specialism in: Acctng or M,306.0,
TL844,Agricultural Engineering,311.0,,Agricultural Engineering,300.0,,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Engineering,301.0,
TL845,Civil Engineering,300.0,,Civil Engineering,325.0,,Architecture and construction,Civil Engineering,361.0,
TL847,Manufacturing Engineering,,,Manufacturing Engineering,302.0,,Manufacturing and processing,Manufacturing Engineering,305.0,
TL848,Agricultural Science,331.0,,Agricultural Science,308.0,,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agricultural Science,307.0,
TL851,Wildlife Biology (Degree Award options),310.0,,Wildlife Biology (Degree Award options),309.0,,Environment,Wildlife Biology (Degree Award options),309.0,
TL855,Pharmaceutical Science (Degree Award options),342.0,,Pharmaceutical Science (Degree Award options),317.0,,Health,Pharmaceutical Science (Degree Award options),316.0,
TL858,Veterinary Bioscience,326.0,,Veterinary Bioscience,308.0,,Veterinary,Veterinary Bioscience,317.0,
TL871,Health and Leisure (Degree Award options),303.0,,Health and Leisure (Degree Award options),300.0,,Personal services,Health and Leisure (Degree Award options),303.0,
TL872,Health and Leisure with Massage,288.0,,Health and Leisure with Massage,309.0,,Personal services,Health and Leisure with Massage,314.0,
TL873,Coaching and Sports Performance,282.0,,Coaching and Sports Performance,289.0,,Personal services,Coaching and Sports Performance,308.0,
TL880,Early Childhood Care and Education,307.0,,Early Childhood Care and Education,307.0,,Welfare,Early Childhood Care and Education,309.0,
TL890,General Nursing and Mature Applicants,407.0,,General Nursing and Mature Applicants,440.0,414.0,Health,General Nursing and Mature Applicants,463.0,
TL891,Mental Health Nursing and Mature Applicants,367.0,,Mental Health Nursing and Mature Applicants,389.0,378.0,Health,Mental Health Nursing and Mature Applicants,440.0,419.0
WD001,Applied Computing (options),279.0,,Applied Computing (options),260.0,260.0,Information and Communication Technologies (ICTs),Applied Computing (options),270.0,261.0
WD002,Science (options),302.0,,Science (options),308.0,,Physical sciences,Science (options),279.0,
WD005,Health Sciences (options),288.0,,Health Sciences (options),280.0,,Health,Health Sciences (options),271.0,
WD006,Exercise Sciences (options),282.0,,Exercise Sciences (options),280.0,,Personal services,Exercise Sciences (options),270.0,
WD007,Engineering (options),287.0,,Engineering (options),288.0,288.0,Engineering and engineering trades,Engineering (options),270.0,270.0
WD025,Construction Management and Engineering,269.0,,Construction Management and Engineering,269.0,,Architecture and construction,Construction Management and Engineering,262.0,
WD027,Music,290.0,,Music,262.0,,Arts,Music,321.0,
WD048,Business (options),278.0,,Business (options),271.0,,Business and administration,Business (options),279.0,
WD084,Accounting,307.0,,Accounting,308.0,,Business and administration,Accounting,308.0,
WD091,Hospitality Management,210.0,,Hospitality Management,228.0,,Personal services,Hospitality Management,225.0,
WD116,General Nursing,413.0,,General Nursing,422.0,,Health,General Nursing,446.0,
WD117,Psychiatric Nursing,361.0,,Psychiatric Nursing,366.0,,Health,Psychiatric Nursing,415.0,
WD120,Intellectual Disability Nursing,338.0,,Intellectual Disability Nursing,377.0,,Health,Intellectual Disability Nursing,390.0,
WD134,International Business,289.0,,International Business,290.0,,Business and administration,International Business,267.0,
WD137,Design (Visual Communications),253.0,,Design (Visual Communications),271.0,,Arts,Design (Visual Communications),252.0,
WD140,Laws,290.0,,Laws,280.0,,Law,Laws,280.0,
WD144,Architecture,283.0,,Architecture,284.0,,Architecture and construction,Architecture,309.0,
WD147,Pharmaceutical Science,298.0,,Pharmaceutical Science,293.0,,Physical sciences,Pharmaceutical Science,288.0,
WD150,Criminal Justice Studies,271.0,,Criminal Justice Studies,270.0,,Law,Criminal Justice Studies,280.0,
WD152,Visual Art,253.0,,Visual Art,,,Arts,Visual Art,243.0,
WD161,Computer Forensics and Security,262.0,,Computer Forensics and Security,255.0,,Information and Communication Technologies (ICTs),Computer Forensics and Security,270.0,
WD162,Quantity Surveying,260.0,,Quantity Surveying,216.0,,Architecture and construction,Quantity Surveying,226.0,
WD163,Psychology,390.0,,Psychology,434.0,,Social and behavioural sciences,Psychology,456.0,
WD186,Sports Coaching and Performance,276.0,,Sports Coaching and Performance,270.0,,Personal services,Sports Coaching and Performance,261.0,
WD187,Social Science,271.0,,Social Science,272.0,,Welfare,Social Science,276.0,
WD191,Agricultural Science,378.0,,Agricultural Science,377.0,,Agriculture,Agricultural Science,377.0,
WD192,Social Care Practice,279.0,,Social Care Practice,270.0,,Welfare,Social Care Practice,271.0,
WD193,Marketing and Digital Media,290.0,,Marketing and Digital Media,271.0,,Business and administration,Marketing and Digital Media,279.0,
WD194,Culinary Arts,235.0,,Culinary Arts,217.0,,Personal services,Culinary Arts,237.0,
WD195,Architectural and Building Information Modelling Technology,266.0,,Architectural and Building Information Modelling Technology,279.0,,Architecture and construction,Architectural and Building Information Modelling T,279.0,
WD200,Arts (options),221.0,,Arts (options),,,Arts,Arts (options),201.0,201.0
WD210,Software Systems Development,271.0,,Software Systems Development,279.0,,Information and Communication Technologies (ICTs),Software Systems Development,260.0,
WD211,Creative Computing,275.0,,Creative Computing,271.0,,Information and Communication Technologies (ICTs),Creative Computing,270.0,
WD212,Recreation and Sport Management,274.0,,Recreation and Sport Management,270.0,,Personal services,Recreation and Sport Management,262.0,
WD230,Mechanical and Manufacturing Engineering,273.0,,Mechanical and Manufacturing Engineering,253.0,,Engineering and engineering trades,Mechanical and Manufacturing Engineering,230.0,230.0
